id,name,slug,release_date,model_creator_id,model_creator_name,elo,rank,ci95,appearances,category_style_anime_elo,category_style_anime_ci95,category_style_anime_appearances,category_style_cartoon_illustration_elo,category_style_cartoon_illustration_ci95,category_style_cartoon_illustration_appearances,category_style_general_photorealistic_elo,category_style_general_photorealistic_ci95,category_style_general_photorealistic_appearances,category_style_graphic_design_digital_rendering_elo,category_style_graphic_design_digital_rendering_ci95,category_style_graphic_design_digital_rendering_appearances,category_style_traditional_art_elo,category_style_traditional_art_ci95,category_style_traditional_art_appearances,category_style_vintage_retro_elo,category_style_vintage_retro_ci95,category_style_vintage_retro_appearances,category_subject_commercial_elo,category_subject_commercial_ci95,category_subject_commercial_appearances,category_subject_fantasy_mythical_elo,category_subject_fantasy_mythical_ci95,category_subject_fantasy_mythical_appearances,category_subject_futuristic_sci_fi_elo,category_subject_futuristic_sci_fi_ci95,category_subject_futuristic_sci_fi_appearances,category_subject_nature_landscapes_elo,category_subject_nature_landscapes_ci95,category_subject_nature_landscapes_appearances,category_subject_people_groups_activities_elo,category_subject_people_groups_activities_ci95,category_subject_people_groups_activities_appearances,category_subject_people_portraits_elo,category_subject_people_portraits_ci95,category_subject_people_portraits_appearances,category_subject_physical_spaces_elo,category_subject_physical_spaces_ci95,category_subject_physical_spaces_appearances,category_subject_text_typography_elo,category_subject_text_typography_ci95,category_subject_text_typography_appearances,category_subject_ui_ux_design_elo,category_subject_ui_ux_design_ci95,category_subject_ui_ux_design_appearances
3338f278-fb1f-4727-b9af-d51ae3ab7e36,FLUX.1 Kontext [pro],flux-1-kontext-pro,2025-05,d427ad30-eba3-4945-857a-4eb0ead82e87,Black Forest Labs,1079,45,-11/11,4021,1038.0,-42/42,289.0,1085.0,-39/39,326.0,1092,-17/17,1698,1058,-21/21,1101,1152.0,-42/42,269.0,1084.0,-50/50,203.0,1063.0,-46/46,236.0,1112,-27/27,677,1091,-30/30,514,1110,-35/35,400,1100.0,-34/34,439.0,1067,-31/31,496,1043,-30/30,522,1033.0,-50/50,197.0,,,
8fe29563-6142-4cc5-b236-544ba9767c3f,FLUX.2 [klein] Base 9B,flux_flux-2-klein-base-9b,2026-01,d427ad30-eba3-4945-857a-4eb0ead82e87,Black Forest Labs,1075,46,-10/10,4178,1054.0,-38/38,346.0,1029.0,-36/36,372.0,1122,-17/17,1696,1039,-20/20,1137,1095.0,-38/38,338.0,1082.0,-48/48,224.0,1095.0,-43/43,268.0,1070,-27/27,667,1101,-30/30,540,1067,-33/33,441,1166.0,-33/33,473.0,1076,-31/31,511,1043,-29/29,567,1021.0,-49/49,214.0,1063.0,-64/64,134.0
95a40d42-7e24-42ac-8e86-ded5ba37c6ea,GPT Image 1 Mini (medium),openai-gpt_gpt-image-1-mini--medium,2025-10,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,1075,47,-10/10,4673,1024.0,-36/36,381.0,1062.0,-34/34,413.0,1082,-16/16,1874,1036,-19/19,1304,1241.0,-38/38,353.0,1118.0,-46/46,243.0,1095.0,-41/41,295.0,1078,-26/26,732,1058,-28/28,623,1108,-31/31,498,1075.0,-32/32,505.0,1116,-30/30,541,1016,-28/28,613,1129.0,-46/46,244.0,994.0,-63/63,131.0
c404f12b-b1a8-47d2-bbff-3aa5f73be475,P-Image,pruna_p-image,2025-12,a98e0396-4ef1-4a39-bb12-b004c7590bee,Pruna AI,1075,48,-12/12,3420,1039.0,-40/40,315.0,1047.0,-42/42,288.0,1136,-18/18,1414,986,-23/23,929,1213.0,-43/43,261.0,,,,1058.0,-48/48,214.0,1078,-29/29,587,1043,-31/31,493,1124,-36/36,368,1203.0,-38/38,355.0,1147,-35/35,400,1063,-32/32,462,917.0,-57/57,174.0,,,
561d9150-bc67-4212-8129-2d239f06fde8,Dreamina 3.1,dreamina-3-1,2025-08,582174aa-90d5-4a43-9c4d-64dc0af57547,Bytedance,1071,49,-9/9,5630,1061.0,-34/34,430.0,1015.0,-32/32,482.0,1117,-14/14,2336,1008,-17/17,1542,1183.0,-36/36,380.0,1021.0,-43/43,270.0,1024.0,-37/37,363.0,1091,-23/23,937,1059,-26/26,738,1162,-31/31,515,1115.0,-29/29,603.0,1107,-26/26,693,1061,-25/25,772,1018.0,-43/43,268.0,943.0,-62/62,135.0
9d206113-8eec-4e37-9033-3699b4e2c4c1,FIBO,bria_fibo,2025-10,95c9bc82-f015-4ed4-8da0-4729f2d14f09,Bria,1070,50,-11/11,3955,971.0,-40/40,329.0,1080.0,-38/38,343.0,1115,-17/17,1602,1034,-21/21,1097,1161.0,-39/39,315.0,972.0,-52/52,193.0,1037.0,-43/43,270.0,1070,-28/28,623,1081,-29/29,556,1119,-34/34,419,1150.0,-33/33,436.0,1086,-32/32,471,1045,-30/30,543,1120.0,-53/53,175.0,,,
3094dab6-4711-48f0-b1ad-9aaae4804bde,Imagen 4 Fast,google-imagen_imagen-4-fast,2025-06,faddc6d9-2c14-445f-9b28-56726f59c793,Google,1069,51,-11/11,3532,1056.0,-42/42,284.0,1050.0,-42/42,287.0,1113,-18/18,1406,1018,-22/22,1012,1133.0,-44/44,254.0,1029.0,-47/47,225.0,1089.0,-45/45,247.0,1082,-30/30,542,1019,-31/31,501,1105,-37/37,349,1133.0,-39/39,333.0,1081,-34/34,433,1085,-32/32,477,1134.0,-55/55,176.0,,,
760fd02f-ee8b-42c0-86e6-2a9d48e612ad,Midjourney v7 Alpha,midjourney-v7-alpha,2025-04,f3101bf7-753f-4c98-9df5-d57092e924fb,Midjourney,1065,52,-11/11,3485,1137.0,-44/44,266.0,1038.0,-41/41,299.0,1099,-18/18,1417,993,-23/23,927,1208.0,-42/42,273.0,912.0,-57/57,171.0,996.0,-49/49,215.0,1119,-30/30,551,1088,-33/33,447,1155,-37/37,354,1079.0,-37/37,375.0,1097,-34/34,421,1080,-33/33,447,970.0,-57/57,161.0,,,
c02b3b9d-2847-46b2-b410-98e29a594fa5,Qwen Image Plus 2601,qwen_qwen-image-plus-2601,2026-01,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,1064,53,-10/10,4760,1053.0,-35/35,410.0,1012.0,-36/36,394.0,1099,-16/16,1863,1039,-19/19,1269,1115.0,-40/40,302.0,1018.0,-45/45,254.0,1057.0,-42/42,280.0,1086,-26/26,722,1092,-27/27,651,1099,-32/32,477,1068.0,-32/32,501.0,1085,-30/30,551,1052,-27/27,641,1042.0,-48/48,218.0,934.0,-66/66,127.0
6443510e-aedc-423b-9a16-478534b16269,FLUX.2 [klein] 4B,flux_flux-2-klein-4b,2026-01,d427ad30-eba3-4945-857a-4eb0ead82e87,Black Forest Labs,1063,54,-10/10,4413,1060.0,-37/37,364.0,1058.0,-35/35,398.0,1111,-16/16,1774,1002,-20/20,1224,1175.0,-38/38,332.0,956.0,-46/46,249.0,1050.0,-44/44,257.0,1100,-25/25,754,1061,-28/28,608,1112,-32/32,454,1115.0,-33/33,471.0,1093,-31/31,525,1082,-28/28,607,943.0,-50/50,214.0,941.0,-63/63,131.0
0b6f2204-82ec-4cef-a0cc-67bf574664d5,HunyuanImage 2.1,hunyuanimage-2-1,2025-09,a4e5bd55-a6cd-4dcf-8d4a-1d9643cd3826,Tencent,1063,55,-9/9,5141,1104.0,-33/33,467.0,1142.0,-33/33,459.0,1052,-15/15,2103,1035,-18/18,1377,1142.0,-37/37,353.0,1057.0,-45/45,249.0,1104.0,-42/42,278.0,1116,-24/24,828,1064,-26/26,693,1054,-30/30,546,1113.0,-28/28,632.0,1091,-28/28,609,979,-27/27,684,1051.0,-48/48,217.0,1000.0,-63/63,132.0
6ec6098b-3530-4de5-b2fc-24cde58933ab,SRPO,flux_srpo,2025-09,a4e5bd55-a6cd-4dcf-8d4a-1d9643cd3826,Tencent,1062,56,-10/10,4623,936.0,-38/38,387.0,1001.0,-36/36,396.0,1132,-16/16,1929,996,-20/20,1250,1147.0,-38/38,329.0,1087.0,-47/47,228.0,1047.0,-43/43,264.0,1072,-25/25,771,1051,-27/27,642,1136,-32/32,477,1084.0,-32/32,500.0,1074,-30/30,536,1052,-27/27,629,1012.0,-48/48,214.0,946.0,-64/64,127.0
bbb9085a-55dd-4afe-955d-0326019503a7,Luma Photon,luma-photon,2024-12,09468924-69a9-499b-8dd6-d0bb4c05285d,Luma Labs,1060,57,-8/8,7824,1037.0,-30/30,581.0,1055.0,-31/31,538.0,1069,-12/12,3449,1048,-15/15,2308,1110.0,-35/35,386.0,1078.0,-40/40,335.0,1049.0,-34/34,460.0,1086,-21/21,1188,1099,-21/21,1119,1046,-23/23,904,1078.0,-26/26,778.0,1049,-30/30,565,1031,-19/19,1363,1067.0,-36/36,409.0,1032.0,-37/37,442.0
b416f02f-867d-4961-8f86-dc5c111a4f01,FLUX.1 [pro],flux-1-pro,2024-08,d427ad30-eba3-4945-857a-4eb0ead82e87,Black Forest Labs,1060,58,-5/5,15082,1000.0,-23/23,1023.0,1012.0,-21/21,1137.0,1093,-9/9,6665,1041,-10/10,4660,1094.0,-25/25,763.0,1027.0,-29/29,624.0,1067.0,-25/25,877.0,1044,-14/14,2374,1060,-16/16,2045,1126,-17/17,1894,1103.0,-20/20,1394.0,1099,-25/25,876,1043,-13/13,2849,1014.0,-25/25,819.0,1002.0,-23/23,1090.0
a7ce8a95-072f-4ca2-b574-35400c21d005,Qwen Image,qwen-image,2025-08,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,1052,59,-10/10,4640,1149.0,-37/37,375.0,1108.0,-35/35,402.0,1047,-16/16,1951,1008,-20/20,1199,1112.0,-39/39,314.0,1027.0,-47/47,229.0,1012.0,-42/42,284.0,1115,-25/25,769,1080,-29/29,583,1048,-31/31,498,1123.0,-31/31,522.0,1039,-31/31,510,1018,-28/28,624,1040.0,-48/48,215.0,,,
8b3ce31b-32ba-4ef9-b8f4-0133da19ddcc,Image-01,image-01,2025-02,a31a9071-6144-4dbb-92dc-2e02d653ecea,MiniMax,1052,60,-11/11,3853,1022.0,-42/42,290.0,1070.0,-39/39,327.0,1098,-18/18,1561,981,-21/21,1116,1159.0,-45/45,235.0,1033.0,-54/54,175.0,1042.0,-45/45,252.0,1091,-28/28,629,1029,-31/31,506,1114,-34/34,430,1109.0,-38/38,352.0,1032,-35/35,398,1061,-30/30,534,1021.0,-52/52,187.0,818.0,-64/64,145.0
adcefda7-064a-4301-a68a-f4428abccfc0,Ideogram v2,ideogram-v2,2024-08,a8b2ac11-1f36-44cb-9e88-383c4e0d749f,Ideogram,1051,61,-5/5,15198,957.0,-23/23,996.0,1012.0,-22/22,1087.0,1090,-8/8,6863,1011,-10/10,4703,1145.0,-27/27,698.0,1065.0,-29/29,649.0,1020.0,-24/24,910.0,1025,-15/15,2296,1043,-15/15,2155,1122,-17/17,1852,1097.0,-20/20,1337.0,1078,-25/25,864,1040,-13/13,2963,1059.0,-25/25,872.0,999.0,-23/23,1053.0
886888eb-1c9f-4207-9b79-78119957c1e9,MAI Image 1,microsoft_mai-image-1,2025-11,ef5ce458-9986-4652-915a-e31fac5506b0,Microsoft Azure,1048,62,-11/11,3569,971.0,-43/43,285.0,1055.0,-41/41,296.0,1094,-18/18,1490,980,-22/22,990,1206.0,-42/42,272.0,950.0,-55/55,184.0,1022.0,-47/47,237.0,1098,-30/30,546,1032,-31/31,495,1112,-37/37,353,1084.0,-36/36,396.0,1086,-31/31,492,1020,-32/32,471,956.0,-56/56,172.0,,,
529b4e80-e958-44ea-8edb-c4b454e11361,HiDream-I1-Dev,hidream-i1-dev,2025-04,040f2c41-5df4-4708-8c77-6a2030be2539,HiDream,1047,63,-11/11,3470,1099.0,-41/41,307.0,1123.0,-44/44,268.0,1032,-19/19,1370,1028,-22/22,990,1067.0,-48/48,217.0,1044.0,-55/55,165.0,1047.0,-50/50,199.0,1082,-29/29,562,1046,-33/33,439,981,-40/40,320,1090.0,-36/36,378.0,1052,-35/35,402,1040,-33/33,454,1116.0,-56/56,167.0,,,
3838ac21-dbc9-4438-bbf3-3cf49f4e47c8,Midjourney v6.1,midjourney-v6-1,2024-07,f3101bf7-753f-4c98-9df5-d57092e924fb,Midjourney,1044,64,-5/5,15072,1028.0,-24/24,913.0,1014.0,-22/22,1075.0,1073,-8/8,6913,996,-10/10,4713,1205.0,-28/28,681.0,997.0,-29/29,613.0,1019.0,-25/25,864.0,1078,-15/15,2343,1089,-16/16,2080,1101,-16/16,1882,1044.0,-20/20,1379.0,1033,-28/28,667,1059,-13/13,3005,993.0,-24/24,872.0,848.0,-22/22,1098.0
1e48a378-5ad5-4245-abb8-d024b2b8d4bf,HiDream-I1-Fast,hidream-i1-fast,2025-04,040f2c41-5df4-4708-8c77-6a2030be2539,HiDream,1042,65,-11/11,3831,1062.0,-42/42,282.0,1064.0,-38/38,345.0,1034,-18/18,1519,1020,-21/21,1102,1092.0,-43/43,267.0,1125.0,-51/51,199.0,1088.0,-46/46,238.0,1056,-29/29,585,1057,-30/30,541,989,-37/37,388,1067.0,-37/37,382.0,1028,-33/33,463,1018,-31/31,519,1132.0,-53/53,181.0,,,
5eba28d1-5f14-45e5-970a-47cd5da79c54,GLM-Image,glm_glm-image,2026-01,67437eb6-7dc1-4e93-befd-22c8b8ec2065,Z AI,1041,66,-10/10,4431,1034.0,-36/36,389.0,1032.0,-35/35,406.0,1046,-16/16,1815,1041,-20/20,1198,1080.0,-39/39,326.0,1028.0,-47/47,228.0,1095.0,-43/43,275.0,1052,-27/27,700,1033,-28/28,602,1048,-32/32,456,1076.0,-32/32,494.0,1045,-30/30,558,1013,-29/29,593,1009.0,-50/50,206.0,1039.0,-60/60,148.0
ec8ee994-cfd0-4b8c-b244-14265c95290b,Midjourney v6,midjourney-v6,2023-12,f3101bf7-753f-4c98-9df5-d57092e924fb,Midjourney,1040,67,-4/4,23599,982.0,-19/19,1548.0,1015.0,-18/18,1756.0,1065,-7/7,10827,1009,-8/8,7427,1147.0,-22/22,1014.0,1007.0,-25/25,871.0,1007.0,-19/19,1435.0,1056,-12/12,3653,1090,-13/13,3325,1073,-13/13,3055,1043.0,-16/16,2036.0,1029,-22/22,1075,1054,-10/10,4713,975.0,-20/20,1337.0,910.0,-16/16,1868.0
f1a89301-0c25-42d3-be68-ae73463d58bd,Infinity 8B,infinity-8b,2025-02,582174aa-90d5-4a43-9c4d-64dc0af57547,Bytedance,1040,68,-10/10,4337,1053.0,-39/39,323.0,1056.0,-38/38,348.0,1070,-16/16,1862,983,-20/20,1205,1125.0,-42/42,274.0,995.0,-55/55,166.0,924.0,-47/47,255.0,1107,-28/28,650,1085,-30/30,558,1066,-31/31,497,1065.0,-34/34,455.0,1048,-33/33,447,1048,-27/27,671,1018.0,-54/54,178.0,887.0,-54/54,187.0
7f802e5d-8297-41f7-bf2e-cd442b4eb37e,Z-Image Base,alibaba_z-image-base,2026-01,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,1039,69,-10/10,4702,1003.0,-37/37,378.0,976.0,-35/35,425.0,1094,-16/16,1828,976,-20/20,1258,1169.0,-39/39,323.0,995.0,-47/47,237.0,985.0,-41/41,311.0,1054,-26/26,698,1051,-28/28,617,1076,-31/31,485,1102.0,-31/31,539.0,1110,-30/30,556,1026,-30/30,546,994.0,-50/50,208.0,833.0,-63/63,145.0
42f6daca-7146-4620-8977-d190d7fac51a,FLUX.1 [dev],flux-1-dev,2024-08,d427ad30-eba3-4945-857a-4eb0ead82e87,Black Forest Labs,1035,70,-5/5,14961,965.0,-22/22,1047.0,1012.0,-22/22,1070.0,1069,-9/9,6731,1021,-10/10,4578,1018.0,-26/26,731.0,1001.0,-29/29,632.0,1062.0,-25/25,855.0,1019,-15/15,2285,1026,-15/15,2168,1071,-16/16,1831,1109.0,-20/20,1422.0,1045,-25/25,860,1018,-13/13,2808,985.0,-26/26,780.0,1035.0,-23/23,1092.0
b7e0a576-cf1c-41e1-bb03-816af1b634b1,Ideogram v2 Turbo,ideogram-v2-turbo,2024-08,a8b2ac11-1f36-44cb-9e88-383c4e0d749f,Ideogram,1031,71,-6/6,13426,936.0,-23/23,952.0,1011.0,-23/23,1002.0,1047,-9/9,5997,1038,-11/11,4123,1063.0,-27/27,662.0,985.0,-32/32,507.0,1033.0,-26/26,827.0,1000,-15/15,2124,1053,-16/16,1913,1039,-17/17,1673,1079.0,-21/21,1192.0,1015,-26/26,761,1013,-14/14,2405,1027.0,-27/27,740.0,1058.0,-26/26,940.0
b105beac-bf45-4781-9f37-d64180849865,Firefly Image 5 Preview,adobe-firefly_firefly-image-5--preview,2025-10,2c7b704c-10d3-41b1-bfcf-f7084676079b,Adobe,1029,72,-11/11,4039,922.0,-39/39,377.0,968.0,-39/39,352.0,1103,-17/17,1643,968,-21/21,1089,1122.0,-40/40,303.0,956.0,-51/51,207.0,974.0,-48/48,236.0,1022,-28/28,662,1011,-29/29,571,1076,-34/34,418,1117.0,-34/34,446.0,1033,-32/32,493,1078,-28/28,584,983.0,-53/53,183.0,,,
e9c23b00-b46b-428a-9b0f-68308747873b,LongCat Image,longcat_longcat-image,2025-12,61d88a80-1fd3-40c8-a6ac-89271d06f704,Meituan,1027,73,-13/13,2967,938.0,-43/43,294.0,1055.0,-44/44,262.0,1074,-20/20,1212,981,-25/25,791,1069.0,-50/50,205.0,,,,1051.0,-49/49,203.0,988,-33/33,492,1052,-35/35,395,1088,-39/39,319,1084.0,-41/41,315.0,1061,-36/36,376,1035,-35/35,402,,,,,,
7fd58fea-e8b4-46c9-a421-409db1b54a71,FLUX.1 Krea [dev],flux-1-krea-dev,2025-07,d427ad30-eba3-4945-857a-4eb0ead82e87,Black Forest Labs,1024,74,-15/15,2064,,,,,,,1078,-24/24,841,959,-29/29,581,,,,,,,,,,1023,-40/40,307,974,-44/44,265,1085,-49/49,203,1056.0,-48/48,223.0,1068,-46/46,239,1069,-42/42,276,,,,,,
b0f2192b-678c-405d-94f8-4525064713eb,Stable Diffusion 3.5 Large,stable-diffusion-3-5-large,2024-10,fae49f90-2280-46b0-b364-40d25eb84564,Stability.ai,1023,75,-7/7,10341,1017.0,-28/28,694.0,987.0,-26/26,768.0,1033,-10/10,4651,1007,-13/13,3078,1123.0,-30/30,547.0,983.0,-35/35,417.0,991.0,-28/28,648.0,1050,-18/18,1597,1054,-19/19,1405,1062,-20/20,1280,1013.0,-23/23,980.0,982,-28/28,658,1032,-16/16,1942,963.0,-30/30,559.0,968.0,-29/29,664.0
b7a4bc1e-1da9-4d29-8c55-67124e867d4c,Stable Diffusion 3 Large,stable-diffusion-3-large,2024-02,fae49f90-2280-46b0-b364-40d25eb84564,Stability.ai,1019,76,-4/4,22646,994.0,-19/19,1465.0,983.0,-18/18,1583.0,1031,-7/7,10282,990,-8/8,7110,1144.0,-21/21,1102.0,1047.0,-24/24,936.0,978.0,-19/19,1412.0,1051,-12/12,3371,1051,-13/13,3160,1061,-13/13,2954,1002.0,-16/16,2054.0,960,-21/21,1184,1019,-11/11,4421,982.0,-20/20,1381.0,933.0,-18/18,1615.0
62122232-d667-4359-aa5f-4390963190e9,Stable Diffusion 3.5 Large Turbo,stable-diffusion-3-5-large-turbo,2024-10,fae49f90-2280-46b0-b364-40d25eb84564,Stability.ai,1019,77,-7/7,10248,1013.0,-28/28,668.0,996.0,-26/26,767.0,1032,-10/10,4539,997,-12/12,3170,1102.0,-31/31,519.0,995.0,-35/35,424.0,989.0,-29/29,634.0,1042,-18/18,1594,1057,-19/19,1467,1060,-20/20,1244,1007.0,-23/23,950.0,1000,-29/29,607,1014,-16/16,1862,961.0,-30/30,575.0,935.0,-28/28,685.0
f41ba31b-7ba3-44bc-9699-084440d1535e,Ideogram v1,ideogram-v1,2024-02,a8b2ac11-1f36-44cb-9e88-383c4e0d749f,Ideogram,1015,78,-6/6,11998,906.0,-25/25,870.0,988.0,-24/24,868.0,1067,-10/10,5327,947,-11/11,3703,1157.0,-30/30,577.0,1037.0,-34/34,477.0,1028.0,-27/27,721.0,1015,-16/16,1822,1029,-17/17,1726,1055,-18/18,1512,1077.0,-22/22,1099.0,1084,-28/28,698,1025,-15/15,2256,1002.0,-29/29,621.0,761.0,-26/26,856.0
65f37105-427a-4f10-af5c-b001e59024a6,Phoenix 1.0 Ultra,phoenix-1-0-ultra,2024-12,c104be52-31ea-4948-b921-265dc297f3ac,Leonardo.Ai,1012,79,-9/9,5528,961.0,-36/36,400.0,1058.0,-33/33,459.0,1009,-14/14,2390,992,-18/18,1544,1112.0,-39/39,321.0,1036.0,-47/47,228.0,1016.0,-41/41,306.0,1033,-23/23,919,1018,-26/26,737,1015,-28/28,614,1051.0,-32/32,513.0,978,-33/33,484,1006,-23/23,933,961.0,-42/42,289.0,950.0,-47/47,238.0
b23a5363-0e53-48f1-93b1-db1350b72844,Ideogram v2a,ideogram-v2a,2025-02,a8b2ac11-1f36-44cb-9e88-383c4e0d749f,Ideogram,1007,80,-11/11,3847,930.0,-42/42,304.0,995.0,-42/42,292.0,1038,-17/17,1594,967,-21/21,1058,1097.0,-43/43,267.0,1053.0,-52/52,189.0,1032.0,-47/47,229.0,994,-29/29,619,1006,-32/32,468,1011,-35/35,395,1080.0,-35/35,410.0,1039,-34/34,423,997,-29/29,567,1008.0,-51/51,195.0,,,
9f592429-9411-4c1e-bebe-780d2790759a,Phoenix 0.9 Ultra,phoenix-0-9-ultra,2024-06,c104be52-31ea-4948-b921-265dc297f3ac,Leonardo.Ai,1007,81,-7/7,8283,885.0,-34/34,478.0,1015.0,-29/29,603.0,1013,-11/11,3650,998,-13/13,2719,1087.0,-35/35,388.0,1066.0,-39/39,362.0,1045.0,-32/32,522.0,1005,-19/19,1316,1005,-20/20,1190,1006,-22/22,1038,1042.0,-27/27,733.0,971,-38/38,366,998,-18/18,1507,993.0,-32/32,517.0,987.0,-31/31,570.0
0b89ea2e-c652-485a-aa8c-34ceafed224f,Playground v3 (beta),playground-v3-beta,2024-09,f04aca25-ae17-42e2-a0b7-0c9734e0adfe,Playground AI,1003,82,-6/6,12599,1000.0,-25/25,848.0,1009.0,-23/23,955.0,1005,-9/9,5769,979,-11/11,3734,1125.0,-28/28,619.0,1014.0,-32/32,519.0,965.0,-26/26,759.0,1036,-16/16,1929,1019,-17/17,1676,1034,-17/17,1595,1018.0,-21/21,1212.0,1047,-27/27,739,978,-14/14,2450,984.0,-29/29,624.0,943.0,-25/25,858.0
83be9cb8-55f8-4e7c-be4e-7073f2644b5a,Krea 1,krea-1,2025-06,da6aca5c-fe97-453a-b5cb-43de1ac7210b,Krea,1001,83,-10/10,4670,893.0,-38/38,418.0,922.0,-39/39,388.0,1064,-16/16,1897,961,-20/20,1265,1076.0,-41/41,305.0,981.0,-48/48,224.0,1012.0,-43/43,277.0,988,-26/26,782,969,-29/29,633,1031,-34/34,419,1061.0,-33/33,488.0,1040,-30/30,546,1033,-28/28,617,916.0,-50/50,229.0,946.0,-60/60,145.0
d77cfc0a-2fa1-4f8e-9f7f-a666b348b1e9,FLUX.1 [schnell],flux-1-schnell,2024-08,d427ad30-eba3-4945-857a-4eb0ead82e87,Black Forest Labs,1000,84,0/0,15587,1000.0,0/0,1039.0,1000.0,0/0,1221.0,1000,0/0,6962,1000,0/0,4818,1000.0,0/0,704.0,1000.0,0/0,641.0,1000.0,0/0,941.0,1000,0/0,2467,1000,0/0,2085,1000,0/0,1922,1000.0,0/0,1366.0,1000,0/0,879,1000,0/0,2938,1000.0,0/0,863.0,1000.0,0/0,1190.0
0c471919-d0d0-4936-9487-a0b199321231,Ideogram v2a Turbo,ideogram-v2a-turbo,2025-02,a8b2ac11-1f36-44cb-9e88-383c4e0d749f,Ideogram,999,85,-11/11,3833,927.0,-44/44,291.0,977.0,-40/40,321.0,1030,-17/17,1601,966,-22/22,1042,1103.0,-44/44,254.0,1005.0,-53/53,184.0,1051.0,-45/45,242.0,975,-30/30,589,978,-31/31,527,1027,-35/35,395,1058.0,-36/36,394.0,1004,-35/35,423,1012,-30/30,524,,,,,,
4801e29a-4294-4fc4-b40f-75b275e8e8ad,Firefly Image 4,firefly-image-4,2025-04,2c7b704c-10d3-41b1-bfcf-f7084676079b,Adobe,993,86,-8/8,7263,946.0,-29/29,592.0,963.0,-28/28,622.0,1052,-12/12,2980,943,-16/16,1953,1084.0,-31/31,492.0,876.0,-40/40,346.0,905.0,-35/35,436.0,988,-20/20,1227,995,-23/23,923,1093,-25/25,768,1073.0,-26/26,747.0,1027,-23/23,868,1008,-23/23,924,940.0,-39/39,343.0,839.0,-47/47,243.0
9f25d322-c1fd-4da9-9039-9bcfd499f4c3,Gemini 2.0 Flash Preview,gemini-2-0-flash-preview,2025-05,faddc6d9-2c14-445f-9b28-56726f59c793,Google,989,87,-9/9,5672,955.0,-33/33,449.0,995.0,-32/32,482.0,993,-14/14,2295,984,-17/17,1537,1050.0,-35/35,391.0,1013.0,-42/42,289.0,1068.0,-39/39,343.0,989,-22/22,946,977,-25/25,725,1019,-28/28,612,1048.0,-29/29,566.0,993,-28/28,627,897,-26/26,764,1062.0,-44/44,266.0,951.0,-50/50,206.0
ba1d4694-1170-4cc1-b19a-3067a8c1341c,Phoenix 1.0 Fast,phoenix-1-0-fast,2024-12,c104be52-31ea-4948-b921-265dc297f3ac,Leonardo.Ai,986,88,-9/9,5836,954.0,-36/36,393.0,1063.0,-34/34,456.0,972,-14/14,2492,973,-17/17,1747,1055.0,-39/39,330.0,997.0,-44/44,263.0,1012.0,-38/38,368.0,1023,-23/23,898,990,-24/24,832,997,-27/27,659,1002.0,-31/31,555.0,975,-34/34,453,930,-23/23,992,978.0,-42/42,292.0,993.0,-45/45,277.0
19c33a87-2ede-4d18-b2ce-7e5254611622,FLUX.2 [klein] Base 4B,flux_flux-2-klein-base-4b,2026-01,d427ad30-eba3-4945-857a-4eb0ead82e87,Black Forest Labs,978,89,-10/10,4424,951.0,-37/37,382.0,976.0,-37/37,380.0,1016,-17/17,1795,943,-20/20,1213,1040.0,-39/39,347.0,876.0,-49/49,247.0,969.0,-43/43,281.0,1001,-27/27,694,971,-29/29,613,1027,-32/32,466,990.0,-33/33,506.0,1009,-31/31,524,977,-29/29,587,897.0,-54/54,191.0,963.0,-63/63,132.0
93f912f2-35b7-442a-b46a-35e086539184,Recraft 20B,recraft-20b,2024-03,02845eed-a64f-4ddd-af96-8409678c890a,Recraft,974,90,-6/6,12135,876.0,-27/27,745.0,965.0,-24/24,861.0,985,-9/9,5413,970,-11/11,3924,1061.0,-30/30,541.0,936.0,-32/32,507.0,955.0,-27/27,693.0,973,-16/16,1941,951,-17/17,1716,1035,-18/18,1557,974.0,-22/22,1055.0,978,-32/32,494,973,-14/14,2354,966.0,-27/27,706.0,960.0,-24/24,894.0
61ace12c-0fb5-4262-a0b7-80845c84b40d,Luma Photon Flash,luma-photon-flash,2024-12,09468924-69a9-499b-8dd6-d0bb4c05285d,Luma Labs,974,91,-7/7,10235,961.0,-28/28,671.0,984.0,-26/26,766.0,982,-10/10,4505,951,-12/12,3083,1092.0,-30/30,542.0,896.0,-37/37,399.0,914.0,-30/30,594.0,1021,-18/18,1572,1012,-19/19,1404,972,-20/20,1271,1007.0,-24/24,923.0,967,-28/28,659,977,-16/16,1872,960.0,-30/30,545.0,834.0,-28/28,671.0
73b72208-7757-43a6-bc0b-1e3bbcee51e0,Runway Gen-4 Image,runway-gen-4-image,2024-11,a6906d95-a471-4a0c-ad10-b989571de20c,Runway,969,92,-9/9,5976,910.0,-33/33,474.0,928.0,-32/32,515.0,1000,-14/14,2394,954,-17/17,1650,1020.0,-35/35,430.0,978.0,-42/42,288.0,1010.0,-38/38,339.0,966,-23/23,933,978,-25/25,809,993,-28/28,643,990.0,-29/29,631.0,967,-26/26,721,975,-25/25,777,988.0,-42/42,284.0,903.0,-55/55,168.0
